2457416.87761 17.298 0.025 7.47 1620.0
2457424.86801 17.262 0.013 5.94 705.0
2457426.88843 17.274 0.025 7.45 1266.0
2457427.85677 17.292 0.018 7.23 759.0
2457428.85249 17.262 0.013 5.76 714.0
2457429.84937 17.274 0.015 5.45 794.0
2457431.84908 17.264 0.014 5.42 800.0
2457432.85138 17.241 0.013 5.12 730.0
2457433.84953 17.287 0.014 5.87 683.0
2457434.84167 17.253 0.017 6.00 880.0
2457435.84744 17.325 0.018 7.69 887.0
2457435.87610 17.297 0.018 7.41 763.0
2457436.84132 17.317 0.019 7.31 703.0
2457436.87147 17.264 0.017 6.53 700.0
2457437.83570 17.283 0.013 4.93 647.0
2457437.87714 17.271 0.012 4.87 599.0
2457438.84122 17.237 0.015 5.70 863.0
2457438.87228 17.270 0.016 6.11 693.0
2457439.83765 17.306 0.019 6.19 966.0
2457439.87495 17.254 0.014 5.08 783.0
2457440.83313 17.283 0.015 4.70 1069.0
2457440.87236 17.254 0.013 4.26 916.0
2457441.83251 17.287 0.018 6.19 1015.0
2457441.87437 17.263 0.013 4.54 860.0
2457442.86860 17.305 0.015 5.18 897.0
2457443.84718 17.255 0.019 6.84 885.0
2457443.90019 17.270 0.017 5.21 1072.0
2457444.82473 17.347 0.018 5.90 850.0
2457445.81598 17.270 0.016 6.13 852.0
2457445.84841 17.278 0.014 5.04 778.0
2457445.88810 17.307 0.013 4.48 717.0
2457446.83276 17.275 0.013 5.09 765.0
2457446.87270 17.252 0.011 4.01 699.0
2457447.81121 17.254 0.013 4.61 779.0
2457447.84453 17.251 0.012 4.59 730.0
2457447.88231 17.275 0.014 5.03 717.0
2457448.81686 17.241 0.020 5.16 2056.0
2457448.86487 17.266 0.014 4.37 1079.0
2457448.91014 17.253 0.017 4.04 2004.0
2457449.82163 17.281 0.017 5.09 1350.0
2457449.85342 17.292 0.018 5.39 1214.0
2457449.88894 17.308 0.016 4.20 1379.0
2457451.81425 17.258 0.016 4.75 1416.0
2457451.84525 17.252 0.017 5.01 1418.0
2457451.89016 17.285 0.017 4.37 1355.0
2457452.79759 17.280 0.012 4.65 703.0
2457452.84276 17.269 0.011 4.08 643.0
2457452.88956 17.258 0.010 3.64 588.0
2457453.81013 17.263 0.010 4.45 617.0
2457453.86420 17.243 0.010 4.01 594.0
2457454.84494 17.256 0.012 4.69 697.0
2457454.90034 17.292 0.013 4.83 661.0
2457455.82882 17.308 0.015 6.19 619.0
2457455.87390 17.296 0.014 5.45 618.0
2457456.79162 17.308 0.018 6.67 766.0
2457456.83820 17.258 0.014 5.61 686.0
2457456.89278 17.277 0.013 4.67 670.0
2457457.79990 17.269 0.014 4.86 759.0
2457457.84928 17.288 0.014 4.94 730.0
2457457.90400 17.268 0.014 4.87 835.0
2457458.81359 17.290 0.015 5.49 684.0
2457458.86821 17.275 0.013 5.48 601.0
2457460.78177 17.261 0.016 6.86 698.0
2457460.82761 17.252 0.012 4.92 679.0
2457460.88338 17.249 0.011 3.83 629.0
2457461.79519 17.294 0.012 4.30 655.0
2457461.83992 17.228 0.011 3.76 610.0
2457461.90355 17.245 0.011 3.54 686.0
2457462.79729 17.274 0.013 5.03 703.0
2457462.84303 17.280 0.011 4.22 644.0
2457462.90233 17.272 0.011 3.90 630.0
2457463.83941 17.279 0.013 4.98 642.0
2457463.90198 17.270 0.011 4.29 637.0
2457464.85434 17.283 0.011 4.41 726.0
2457465.79596 17.270 0.015 5.52 717.0
2457465.84968 17.247 0.013 4.85 716.0
2457465.89467 17.246 0.012 4.22 702.0
2457466.87103 17.249 0.013 4.90 750.0
2457467.83040 17.259 0.014 5.59 674.0
2457467.87595 17.274 0.011 4.42 588.0
2457470.75510 17.344 0.024 7.66 1004.0
2457470.80199 17.252 0.013 4.66 858.0
2457470.84662 17.314 0.018 5.87 825.0
2457470.90085 17.294 0.011 3.83 757.0
2457471.76823 17.241 0.019 6.27 993.0
2457471.81224 17.259 0.015 4.97 900.0
2457471.86965 17.266 0.015 5.38 833.0
2457471.91312 17.242 0.014 4.79 909.0
2457472.77789 17.272 0.016 5.62 860.0
2457472.82259 17.276 0.014 4.78 802.0
2457472.87772 17.234 0.013 4.54 762.0
2457473.75066 17.256 0.018 6.21 1116.0
2457473.86042 17.272 0.015 5.30 974.0
2457474.76950 17.284 0.017 6.31 902.0
2457474.80875 17.269 0.014 5.05 845.0
2457474.84671 17.293 0.015 5.19 824.0
2457474.88502 17.253 0.011 3.78 771.0
2457475.74844 17.312 0.028 7.25 1902.0
2457475.78906 17.258 0.024 5.54 2110.0
2457475.82758 17.304 0.022 6.06 1354.0
2457475.90419 17.220 0.012 4.59 801.0
2457476.76008 17.290 0.014 5.35 901.0
2457476.83918 17.273 0.015 5.28 909.0
2457479.80969 17.286 0.018 6.24 982.0
2457479.82424 17.299 0.017 6.12 748.0
2457479.83815 17.285 0.021 6.08 1169.0
2457480.77457 17.337 0.021 7.82 675.0
2457480.80428 17.287 0.017 6.59 700.0
2457480.82941 17.372 0.023 7.71 739.0
2457480.84892 17.243 0.020 7.59 731.0
2457480.86701 17.355 0.022 7.71 745.0
2457480.88494 17.294 0.016 5.94 728.0
2457480.90022 17.237 0.013 5.14 714.0
2457480.91506 17.267 0.016 5.96 767.0
2457484.72178 17.306 0.018 7.43 644.0
2457484.73747 17.332 0.017 6.85 631.0
2457484.75141 17.278 0.015 6.46 630.0
2457484.76532 17.257 0.014 5.81 616.0
2457484.77928 17.304 0.016 6.68 633.0
2457484.79883 17.320 0.018 7.09 643.0
2457484.81283 17.294 0.014 5.67 626.0
2457484.82682 17.296 0.015 6.18 633.0
2457484.84084 17.315 0.014 5.48 620.0
2457484.85492 17.266 0.014 5.57 623.0
2457484.87902 17.234 0.012 4.82 617.0
2457484.89329 17.294 0.014 5.32 638.0
2457484.90942 17.243 0.012 4.87 645.0
2457484.92359 17.262 0.016 5.11 1043.0
2457485.72161 17.372 0.021 7.80 624.0
2457485.74337 17.361 0.020 7.45 624.0
2457485.75734 17.269 0.015 6.11 593.0
2457485.77138 17.308 0.015 5.99 589.0
2457485.78540 17.288 0.014 5.68 591.0
2457485.79931 17.268 0.016 6.68 617.0
2457485.81330 17.280 0.013 4.94 588.0
2457485.83392 17.295 0.012 4.64 591.0
2457485.84803 17.292 0.014 5.41 600.0
2457485.86229 17.259 0.012 4.55 590.0
2457485.87697 17.265 0.012 4.83 585.0
2457485.89210 17.299 0.011 4.18 579.0
2457485.90639 17.254 0.011 4.37 592.0
2457485.92087 17.266 0.013 4.73 785.0
2457486.71567 17.299 0.018 7.16 695.0
2457486.74978 17.348 0.017 6.25 656.0
2457486.76374 17.305 0.015 5.90 661.0
2457486.77783 17.296 0.015 5.62 657.0
2457486.79173 17.293 0.017 6.32 655.0
2457486.80569 17.332 0.021 7.81 671.0
