2457424.87388 17.478 0.014 4.94 620.0
2457425.86994 17.498 0.017 5.24 669.0
2457427.87570 17.484 0.020 6.79 624.0
2457428.86761 17.501 0.014 4.78 583.0
2457429.85522 17.499 0.018 5.66 631.0
2457431.85494 17.490 0.015 4.81 643.0
2457432.86850 17.476 0.015 5.24 550.0
2457434.85401 17.442 0.018 5.79 651.0
2457435.87250 17.471 0.016 5.82 569.0
2457436.84603 17.472 0.023 7.98 550.0
2457437.84529 17.498 0.013 4.85 465.0
2457437.87212 17.478 0.014 4.94 442.0
2457438.84480 17.557 0.019 5.61 679.0
2457438.86230 17.498 0.016 5.43 531.0
2457439.84376 17.466 0.021 6.33 790.0
2457439.86261 17.473 0.017 5.15 694.0
2457440.84848 17.497 0.015 3.76 836.0
2457440.86098 17.490 0.015 4.28 794.0
2457441.83887 17.472 0.018 5.32 861.0
2457441.86297 17.505 0.016 4.62 756.0
2457442.82808 17.504 0.018 4.90 840.0
2457442.85558 17.466 0.017 4.84 773.0
2457443.85301 17.477 0.022 6.67 711.0
2457443.89683 17.460 0.018 5.30 766.0
2457444.83054 17.538 0.017 5.25 677.0
2457445.82223 17.501 0.017 5.45 670.0
2457445.84503 17.498 0.016 5.14 627.0
2457445.88477 17.491 0.014 4.36 553.0
2457446.82297 17.508 0.015 4.71 628.0
2457446.85995 17.484 0.012 3.86 581.0
2457446.90006 17.523 0.016 3.77 1088.0
2457447.83321 17.485 0.015 4.82 592.0
2457447.87095 17.504 0.015 4.61 536.0
2457448.80438 17.505 0.024 5.43 1648.0
2457448.85296 17.476 0.014 5.30 531.0
2457448.89546 17.496 0.013 4.40 517.0
2457449.82869 17.449 0.020 4.99 1242.0
2457449.86029 17.508 0.025 5.88 1296.0
2457449.88703 17.481 0.020 4.32 1449.0
2457451.82106 17.469 0.014 4.33 749.0
2457451.84654 17.507 0.019 4.62 1155.0
2457451.89146 17.480 0.017 4.34 1139.0
2457452.82912 17.476 0.012 4.05 514.0
2457452.87446 17.500 0.011 3.67 452.0
2457453.80276 17.545 0.013 4.86 511.0
2457453.84081 17.457 0.011 4.28 488.0
2457453.89469 17.482 0.012 3.97 477.0
2457454.85324 17.495 0.014 4.89 477.0
2457454.88651 17.519 0.016 5.25 457.0
2457455.81480 17.477 0.015 5.65 465.0
2457455.85976 17.465 0.014 5.23 453.0
2457456.79291 17.482 0.019 6.45 610.0
2457456.83486 17.465 0.016 5.64 536.0
2457456.88947 17.502 0.015 4.89 504.0
2457457.79656 17.483 0.016 5.09 628.0
2457457.84594 17.455 0.016 5.14 627.0
2457457.90068 17.501 0.016 5.03 607.0
2457458.81025 17.468 0.016 5.76 528.0
2457458.86491 17.549 0.017 6.14 449.0
2457458.90976 17.519 0.022 4.99 1439.0
2457460.81387 17.487 0.015 5.21 515.0
2457460.86949 17.479 0.014 5.04 489.0
2457461.78155 17.489 0.013 4.57 517.0
2457461.82631 17.499 0.012 3.83 457.0
2457461.89009 17.493 0.011 3.62 436.0
2457462.77946 17.496 0.015 4.77 598.0
2457462.82799 17.488 0.013 4.45 498.0
2457462.88744 17.504 0.012 3.66 447.0
2457463.82541 17.490 0.014 4.65 483.0
2457463.88726 17.489 0.013 4.21 469.0
2457464.83768 17.481 0.014 4.97 571.0
2457465.78230 17.523 0.016 5.65 531.0
2457465.82704 17.485 0.014 4.54 566.0
2457465.88111 17.464 0.013 4.28 523.0
2457466.85265 17.530 0.014 4.70 595.0
2457466.90275 17.509 0.012 3.81 509.0
2457467.81682 17.473 0.016 5.40 535.0
2457467.86224 17.496 0.014 5.18 433.0
2457467.90718 17.502 0.015 5.19 472.0
2457470.78852 17.498 0.021 6.29 738.0
2457470.83346 17.465 0.015 4.85 651.0
2457470.88656 17.524 0.015 4.90 610.0
2457471.75458 17.503 0.022 6.63 882.0
2457471.79897 17.520 0.019 5.49 735.0
2457471.84480 17.483 0.016 4.91 676.0
2457471.90093 17.475 0.015 4.71 632.0
2457472.76454 17.435 0.017 5.57 724.0
2457472.80918 17.553 0.019 5.64 658.0
2457472.85473 17.458 0.015 4.73 605.0
2457472.91148 17.456 0.015 4.65 624.0
2457473.82864 17.479 0.015 4.35 1075.0
2457474.75809 17.485 0.019 6.02 762.0
2457474.79722 17.497 0.017 5.36 676.0
2457474.83492 17.470 0.015 4.95 633.0
2457474.87367 17.491 0.014 4.60 619.0
2457474.91307 17.511 0.017 4.66 740.0
2457475.77738 17.465 0.021 6.43 752.0
2457475.81558 17.480 0.021 6.52 712.0
2457475.85554 17.472 0.019 6.21 692.0
2457475.89403 17.496 0.015 4.53 648.0
2457476.76658 17.510 0.017 4.49 1046.0
2457476.84584 17.485 0.015 4.68 713.0
2457479.80793 17.469 0.017 5.43 705.0
2457479.82247 17.506 0.021 6.03 785.0
2457479.83641 17.485 0.019 5.82 676.0
2457480.77088 17.492 0.021 7.42 500.0
2457480.80251 17.472 0.018 6.33 529.0
2457480.82764 17.480 0.022 7.53 552.0
2457480.84662 17.477 0.024 7.82 556.0
2457480.86526 17.454 0.022 7.70 557.0
2457480.88318 17.506 0.019 6.53 550.0
2457480.89848 17.512 0.016 5.40 538.0
2457480.91332 17.474 0.021 6.93 575.0
2457484.72002 17.460 0.019 6.97 489.0
2457484.73571 17.460 0.019 7.13 480.0
2457484.74967 17.501 0.015 5.40 463.0
2457484.76359 17.491 0.018 6.61 467.0
2457484.77753 17.501 0.021 7.36 474.0
2457484.79710 17.494 0.016 6.03 465.0
2457484.81107 17.470 0.016 5.86 467.0
2457484.82504 17.479 0.016 6.08 468.0
2457484.83910 17.480 0.015 5.57 463.0
2457484.85318 17.506 0.015 5.49 466.0
2457484.87728 17.458 0.015 5.40 460.0
2457484.89153 17.482 0.015 5.44 469.0
2457484.90650 17.468 0.013 4.76 472.0
2457484.92184 17.465 0.016 5.15 713.0
2457485.71981 17.481 0.021 7.89 463.0
2457485.74162 17.467 0.017 6.44 453.0
2457485.75559 17.458 0.016 6.02 438.0
2457485.76963 17.510 0.016 5.75 428.0
2457485.78365 17.500 0.016 5.92 432.0
2457485.79755 17.517 0.016 5.91 435.0
2457485.81156 17.449 0.014 5.45 428.0
2457485.83217 17.490 0.014 5.28 437.0
2457485.84628 17.484 0.015 5.50 439.0
2457485.86054 17.508 0.015 5.30 445.0
2457485.87523 17.499 0.013 4.53 422.0
2457485.89031 17.488 0.013 4.36 430.0
2457485.90463 17.457 0.012 4.15 435.0
2457485.91910 17.500 0.013 4.29 544.0
2457486.71391 17.440 0.019 6.82 539.0
2457486.72977 17.448 0.023 8.00 532.0
2457486.74802 17.499 0.019 6.68 500.0
2457486.76199 17.479 0.018 6.56 506.0
2457486.77606 17.487 0.017 5.99 503.0
2457486.78998 17.480 0.018 6.45 488.0
2457486.80393 17.490 0.018 6.62 477.0
2457486.81832 17.500 0.018 6.39 483.0
2457486.83235 17.497 0.017 6.17 481.0
2457486.84660 17.476 0.015 5.47 472.0
2457486.87086 17.497 0.016 5.80 480.0
2457486.88518 17.461 0.016 5.65 491.0
2457486.90147 17.447 0.017 6.09 508.0
2457486.91597 17.474 0.017 5.93 538.0
2457487.71080 17.477 0.018 6.66 557.0
2457487.72500 17.508 0.017 6.10 521.0
2457487.73904 17.490 0.016 5.64 501.0
2457487.75567 17.529 0.015 5.32 501.0
2457487.76973 17.501 0.016 5.45 511.0
2457487.78592 17.474 0.014 5.14 514.0
2457487.80119 17.501 0.015 5.26 519.0
2457487.81523 17.470 0.016 5.82 526.0
2457487.84152 17.513 0.015 5.43 509.0
2457487.85578 17.508 0.017 5.96 523.0
2457487.86996 17.485 0.014 5.07 501.0
2457487.88440 17.501 0.015 5.21 516.0
2457487.89997 17.490 0.014 4.61 515.0
2457487.91402 17.494 0.013 4.12 541.0
2457488.71041 17.475 0.015 5.58 493.0
2457488.72443 17.482 0.016 6.10 479.0
2457488.73907 17.497 0.015 5.51 483.0
2457488.75315 17.482 0.016 5.84 472.0
2457488.76755 17.479 0.013 4.72 441.0
2457488.78214 17.470 0.013 4.89 456.0
2457488.80878 17.486 0.013 4.66 472.0
2457488.83234 17.500 0.013 4.36 501.0
2457488.84676 17.488 0.011 3.70 505.0
2457488.86188 17.470 0.012 3.89 533.0
2457488.87667 17.495 0.011 3.49 533.0
2457488.89202 17.475 0.012 3.76 541.0
2457488.90635 17.480 0.012 3.93 530.0
2457488.92056 17.506 0.015 4.80 563.0
2457489.77746 17.478 0.016 5.74 872.0
2457489.78854 17.465 0.015 5.28 585.0
2457489.80670 17.519 0.014 5.04 574.0
2457489.82875 17.454 0.014 5.01 509.0
2457489.85795 17.475 0.013 4.89 560.0
2457489.90091 17.481 0.014 5.01 527.0
2457489.91475 17.501 0.014 4.70 481.0
2457489.92900 17.508 0.019 6.11 698.0
2457491.69507 17.476 0.021 7.29 543.0
2457491.70904 17.475 0.018 6.62 511.0
2457491.72297 17.474 0.018 6.73 501.0
2457491.73690 17.487 0.016 6.18 487.0
2457491.75116 17.484 0.018 6.60 504.0
2457491.76539 17.490 0.017 6.26 491.0
2457491.77951 17.521 0.016 5.80 472.0
2457491.79380 17.498 0.014 5.33 464.0
2457491.81759 17.490 0.013 4.89 442.0
2457491.83172 17.528 0.016 5.84 445.0
2457491.85594 17.490 0.013 4.77 432.0
2457491.87026 17.473 0.012 4.12 427.0
2457491.88533 17.515 0.011 3.86 420.0
2457491.90034 17.483 0.011 3.94 417.0
2457491.91466 17.482 0.012 4.38 427.0
2457491.92893 17.505 0.018 4.93 987.0
2457492.69768 17.503 0.019 7.06 510.0
2457492.72216 17.470 0.015 5.43 473.0
2457492.73879 17.474 0.014 5.21 452.0
2457492.75834 17.478 0.014 4.64 470.0
2457492.77404 17.475 0.013 4.53 459.0
2457492.79817 17.463 0.012 4.21 459.0
2457492.82308 17.510 0.012 3.65 450.0
2457492.84811 17.514 0.012 3.78 464.0
2457492.86414 17.485 0.011 3.68 469.0
2457492.88978 17.449 0.012 3.83 476.0
